"Case ID","Case","Configurations","Created at","Created by","Description","Description","Estimate","Expected","Folder","Forecast","Issues","Priority","State","Status (latest)","Status date","Steps (Expected)","Steps (Step)","Tags","Template","Updated at","Updated by"
"268148","Validate that, AuthorizationTypeId=1, SignedAuthorizationOnFile=true, AuthorizingUserId=NULL, DisclosureConfirmed=NULL in [Transactions].[PaymentMethod ACH] table when authorizationType=WRITTEN","","2026-04-21T17:29:47.990Z","Ana Paula","<p>Run ACH end point with authorizationType=WRITTEN</p><p><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments"">https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</a></p><p> </p><p>{</p><p>    //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"",</p><p>   //""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"",</p><p>  ""subMerchantId"": ""46760000-480B-0022-0644-08DE9A604413"",</p><p>  // ""subMerchantId"": ""815c0000-480a-0022-5051-08dd79498b59"",</p><p>    ""transactionType"": ""Sale"",</p><p>    ""amount"": 40,</p><p>    ""currency"": ""USD"",</p><p>    ""orderId"": ""RAD-2025-4153"",</p><p>    ""orderIdType"": ""Invoice"",</p><p>    ""paymentMethod"": {</p><p>        ""type"": ""ACH"",</p><p>        ""ach"": {</p><p>            ""accountFirstName"": ""Rad"",</p><p>            ""accountLastName"": ""KAnd"",</p><p>            ""accountNumber"": ""1099999999"",</p><p>            ""routingNumber"": ""011075150"",</p><p>            //""routingNumber"": ""{{randomRoutingNumber}}"",</p><p>            ""accountType"": ""checking"", //savings, checking</p><p>            ""secCode"": ""WEB"",</p><p>            ""authorization"": {</p><p>                ""AuthorizationType"": ""WRITTEN"",</p><p>                ""AuthorizationDate"": ""2026-04-20T20:00:00-05:00"",</p><p>                ""AuthorizationReference"": ""PD-20260406-DB"",</p><p>                ""SignedAuthorizationOnFile"": <strong>true</strong>,</p><p>                ""AuthorizingUserId"": <strong>null</strong>,</p><p>                ""DisclosureConfirmed"": <strong>null</strong></p><p>            }</p><p>        }</p><p>    },</p><p>    ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p><p> </p><p>Response:</p><p>{</p><p>    ""paymentId"": ""4940aecd-4a92-4019-a744-cbb12808c571"",</p><p>    ""paymentTransactionId"": ""01KPQ5068FG666FSBNHWSR9J0F"",</p><p>    ""idempotencyKey"": ""0f842c59-1e2c-41c5-ac15-ffda684a0c33"",</p><p>    ""tokenId"": <strong>null</strong>,</p><p>    ""status"": 1,</p><p>    ""transactionId"": ""83999179605210203"",</p><p>    ""responseCode"": ""000"",</p><p>    ""responseMessage"": ""Approved"",</p><p>    ""entityCreated"": ""2026-04-21T04:32:58.4002109+00:00""</p><p>}</p>","","","","PAY-3365-Story 3.1: Payment Management Event Handler - Persist Authorization Data","","PAY-3365","Normal","Active","Passed","2026-04-21T22:13:59.580Z","<p>Response:</p><p>{</p><p>    ""paymentId"": ""4940aecd-4a92-4019-a744-cbb12808c571"",</p><p>    ""paymentTransactionId"": ""01KPQ5068FG666FSBNHWSR9J0F"",</p><p>    ""idempotencyKey"": ""0f842c59-1e2c-41c5-ac15-ffda684a0c33"",</p><p>    ""tokenId"": <strong>null</strong>,</p><p>    ""status"": 1,</p><p>    ""transactionId"": ""83999179605210203"",</p><p>    ""responseCode"": ""000"",</p><p>    ""responseMessage"": ""Approved"",</p><p>    ""entityCreated"": ""2026-04-21T04:32:58.4002109+00:00""</p><p>}</p>
<p>Should be</p><p>AuthorizationTypeId=1, SignedAuthorizationOnFile=true, AuthorizingUserId=NULL, DisclosureConfirmed=NULL</p><figure class=""image""><img src=""/attachments/view/13718"" alt=""13718"" /></figure>","<p>Run ACH end point with authorizationType=WRITTEN</p><p><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments"">https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</a></p><p> </p><p>{</p><p>    //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"",</p><p>   //""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"",</p><p>  ""subMerchantId"": ""46760000-480B-0022-0644-08DE9A604413"",</p><p>  // ""subMerchantId"": ""815c0000-480a-0022-5051-08dd79498b59"",</p><p>    ""transactionType"": ""Sale"",</p><p>    ""amount"": 40,</p><p>    ""currency"": ""USD"",</p><p>    ""orderId"": ""RAD-2025-4153"",</p><p>    ""orderIdType"": ""Invoice"",</p><p>    ""paymentMethod"": {</p><p>        ""type"": ""ACH"",</p><p>        ""ach"": {</p><p>            ""accountFirstName"": ""Rad"",</p><p>            ""accountLastName"": ""KAnd"",</p><p>            ""accountNumber"": ""1099999999"",</p><p>            ""routingNumber"": ""011075150"",</p><p>            //""routingNumber"": ""{{randomRoutingNumber}}"",</p><p>            ""accountType"": ""checking"", //savings, checking</p><p>            ""secCode"": ""WEB"",</p><p>            ""authorization"": {</p><p>                ""AuthorizationType"": ""WRITTEN"",</p><p>                ""AuthorizationDate"": ""2026-04-20T20:00:00-05:00"",</p><p>                ""AuthorizationReference"": ""PD-20260406-DB"",</p><p>                ""SignedAuthorizationOnFile"": <strong>true</strong>,</p><p>                ""AuthorizingUserId"": <strong>null</strong>,</p><p>                ""DisclosureConfirmed"": <strong>null</strong></p><p>            }</p><p>        }</p><p>    },</p><p>    ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p><p> </p><p>Response:</p><p>{</p><p>    ""paymentId"": ""4940aecd-4a92-4019-a744-cbb12808c571"",</p><p>    ""paymentTransactionId"": ""01KPQ5068FG666FSBNHWSR9J0F"",</p><p>    ""idempotencyKey"": ""0f842c59-1e2c-41c5-ac15-ffda684a0c33"",</p><p>    ""tokenId"": <strong>null</strong>,</p><p>    ""status"": 1,</p><p>    ""transactionId"": ""83999179605210203"",</p><p>    ""responseCode"": ""000"",</p><p>    ""responseMessage"": ""Approved"",</p><p>    ""entityCreated"": ""2026-04-21T04:32:58.4002109+00:00""</p><p>}</p>
<p>Check in [Transactions].[PaymentMethodACH] tabl ein payments DB</p>","","Case (text)","",""
"268149","Validate that, AuthorizationTypeId=3, AuthorizingUserId persisted (authorizedid in request), DisclosureConfirmed=true, SignedAuthorizationOnFile=NULL when  authorizationType=VERBAL_TELEPHONE","","2026-04-21T17:29:47.990Z","Ana Paula","","","","","PAY-3365-Story 3.1: Payment Management Event Handler - Persist Authorization Data","","PAY-3365","Normal","Active","Passed","2026-04-21T22:13:59.580Z","<p>{</p><p>    ""paymentId"": ""ecefeb24-8274-4281-a0f1-9cdd55b9abce"",</p><p>    ""paymentTransactionId"": ""01KPQ5NX02W3YYD67HDS9RXB36"",</p><p>    ""idempotencyKey"": <strong>null</strong>,</p><p>    ""tokenId"": ""3e980000-882a-3efc-ad6d-08de9f60b8c0"",</p><p>    ""status"": 1,</p><p>    ""transactionId"": ""83999179605242990"",</p><p>    ""responseCode"": ""000"",</p><p>    ""responseMessage"": ""Approved"",</p><p>    ""entityCreated"": ""2026-04-21T04:44:49.9032137+00:00""</p><p>}</p>","<p><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments"">https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</a></p><p>{</p><p>    //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"",</p><p>   //""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"",</p><p>    ""subMerchantId"": ""46760000-480B-0022-0644-08DE9A604413"",</p><p>   //""subMerchantId"": ""815c0000-480a-0022-5051-08dd79498b59"",</p><p>    ""transactionType"": ""Sale"",</p><p>    ""amount"": 60.00,</p><p>    ""currency"": ""USD"",</p><p>    ""orderId"": ""RAD-2025-4169"",</p><p>    ""orderIdType"": ""Invoice"",</p><p>    ""paymentMethod"": {</p><p>        ""type"": ""ACH"",</p><p>        ""ach"": {</p><p>            ""accountFirstName"": ""Radverbal"",</p><p>            ""accountLastName"": ""KAndverbal"",</p><p>            ""accountNumber"": ""1099999999"",</p><p>            ""routingNumber"": ""011075150"",</p><p>            //""routingNumber"": ""{{randomRoutingNumber}}"",</p><p>            ""accountType"": ""checking"", //savings, checking</p><p>            ""secCode"": ""WEB"",</p><p>            ""authorization"": {</p><p>                ""AuthorizationType"": ""VERBAL_TELEPHONE"",</p><p>                ""AuthorizationDate"": ""2026-04-20T10:00:00-05:00"",</p><p>                ""AuthorizationReference"": ""CALL-001"",</p><p>                ""SignedAuthorizationOnFile"": <strong>true</strong>,</p><p>                ""AuthorizingUserId"": ""Rad"",  // should give an error when it's null</p><p>                ""DisclosureConfirmed"": <strong>true</strong>  //should give an error when it's null or false</p><p>            }</p><p>        }</p><p>    },</p><p>    ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p>
<p>Check in Transactions].[PaymentMethodACH] table</p>","","Case (text)","",""
"268150","Validate that, AuthorizationTypeId=4, AuthorizingUserId persisted, DisclosureConfirmed=true, SignedAuthorizationOnFile=NULL when  uthorizationType=ELECTRONIC","","2026-04-21T17:29:47.990Z","Ana Paula","","","","","PAY-3365-Story 3.1: Payment Management Event Handler - Persist Authorization Data","","PAY-3365","Normal","Active","Passed","2026-04-21T22:13:59.580Z","","","","Case (text)","",""
"268151","Validate that, the transaction record stores the authorization type, date, reference, and signed-authorization-on-file indicator in Payment event when ACH payment created with written authorization","","2026-04-21T17:29:47.990Z","Ana Paula","","","","","PAY-3365-Story 3.1: Payment Management Event Handler - Persist Authorization Data","","PAY-3365","Normal","Active","Passed","2026-04-21T22:13:59.580Z","<p> transaction record stores the authorization type, date, reference, and signed-authorization-on-file indicator.</p><p> </p><figure class=""image""></figure>","<p>Run a ACH payment with authttype written</p>
<p>Check in App insights (search with 'WRITTEN'</p>","","Case (text)","",""
"268152","The transaction record stores the authorization type, date, reference, authorizing user, and disclosure confirmation. when ACH payment created with verbal authorization,","","2026-04-21T17:29:47.990Z","Ana Paula","","","","","PAY-3365-Story 3.1: Payment Management Event Handler - Persist Authorization Data","","PAY-3365","Normal","Active","Passed","2026-04-21T22:13:59.580Z","","","","Case (text)","",""
"268153","Validate that, Authorized data should be saved in DB when it's passed on ACH request with auth type ELECTRONIC","","2026-04-21T17:29:47.990Z","Ana Paula","","","","","PAY-3365-Story 3.1: Payment Management Event Handler - Persist Authorization Data","","PAY-3365","Normal","Active","Passed","2026-04-21T22:13:59.580Z","","","","Case (text)","",""
"268154","Validate that, Authorized data should be stored in event grid when it's passed on ACH request with auth type ELECTRONIC","","2026-04-21T17:29:47.990Z","Ana Paula","","","","","PAY-3365-Story 3.1: Payment Management Event Handler - Persist Authorization Data","","PAY-3365","Normal","Active","Passed","2026-04-21T22:13:59.580Z","","","","Case (text)","",""
"268155","Validate that, Authorized data should be null in DB when it's not passed on ACH request with auth type ELECTRONIC","","2026-04-21T17:29:47.990Z","Ana Paula","","","","","PAY-3365-Story 3.1: Payment Management Event Handler - Persist Authorization Data","","PAY-3365","Normal","Active","Passed","2026-04-21T22:13:59.580Z","","","","Case (text)","",""
"268156","Validate that, Authorized data should be null in Event grid when it's not passed on ACH request with auth type ELECTRONIC","","2026-04-21T17:29:47.990Z","Ana Paula","","","","","PAY-3365-Story 3.1: Payment Management Event Handler - Persist Authorization Data","","PAY-3365","Normal","Active","Passed","2026-04-21T22:13:59.580Z","","","","Case (text)","",""
"268201","Validate that WRITTEN authorization details are returned correctly for transaction detail API","","2026-04-21T17:57:02.335Z","Ana Paula","<p><strong>AC Linked:</strong> Business Criteria 1<br /><strong>AC Description:</strong> Given an ACH transaction with written authorization, when queried, then authorization type, date, reference, and signedAuthorizationOnFile are returned</p><p><strong>Preconditions:</strong></p><ul><li>An ACH transaction exists with:<ul><li>AuthorizationType = WRITTEN</li><li>AuthorizationDate populated</li><li>AuthorizationReference populated</li><li>SignedAuthorizationOnFile = true</li></ul></li></ul>","","","<ul><li>AuthorizationType = ""WRITTEN""</li><li>AuthorizationDate is present in DateTimeOffset format</li><li>AuthorizationReference is returned</li><li>SignedAuthorizationOnFile = true</li><li>No missing or null fields for written authorization</li></ul>","PAY-3366 Story 3.2: Payment Management Read-Side - Authorization Fields in Transaction Response","","PAY-3366","Normal","Active","Passed","2026-04-21T18:43:34.664Z","","<p>Send GET request to <code>/api/transactions/{id}</code> with valid transaction ID</p>
<p>Parse response body</p>
<p>Locate authorization fields</p>","","Case (text)","",""
"268202","Validate that all verbal authorization fields are returned for telephone authorization","","2026-04-21T17:57:02.335Z","Ana Paula","<p><strong>AC Linked:</strong> Business Criteria 2<br /><strong>AC Description:</strong> Given a verbal telephone authorization, when queried, then all 5 verbal authorization fields are returned</p><p><strong>Preconditions:</strong></p><ul><li>An ACH transaction exists with:<ul><li>AuthorizationType = VERBAL</li><li>All 5 verbal authorization-related fields populated (including DisclosureConfirmed, AuthorizingUserId, etc.)</li></ul></li></ul>","","","<ul><li>AuthorizationType = ""VERBAL""</li><li>AuthorizationDate is present in DateTimeOffset format</li><li>All 5 verbal-specific fields are returned:<ul><li>AuthorizingUserId</li><li>DisclosureConfirmed</li><li>AuthorizationReference</li><li>AuthorizationDate</li><li>(Any other defined verbal field)</li></ul></li><li>No required verbal field is missing</li></ul>","PAY-3366 Story 3.2: Payment Management Read-Side - Authorization Fields in Transaction Response","","PAY-3366","Normal","Active","Passed","2026-04-21T18:43:36.970Z","","<p>Send GET request to <code>/api/transactions/{id}</code></p>
<p>Capture API response</p>
<p>Verify presence of all verbal authorization fields</p>","","Case (text)","",""
"268203","Validate that historical transactions return backfilled authorization values in DateTimeOffset format","","2026-04-21T17:57:02.335Z","Ana Paula","<p><strong>AC Linked:</strong> Business Criteria 3, Technical Criteria 5<br /><strong>AC Description:</strong> Given a historical transaction, when queried, then authorization date is backfilled in datetime format</p><p><strong>Preconditions:</strong></p><ul><li>A transaction exists created before the feature rollout</li><li>AuthorizationDate stored previously as DateOnly (e.g., 2025-01-15)</li></ul>","","","<ul><li>AuthorizationDate = <code>2025-01-15T00:00:00+00:00</code></li><li>No loss of original date value</li><li>Format matches DateTimeOffset standard</li></ul>","PAY-3366 Story 3.2: Payment Management Read-Side - Authorization Fields in Transaction Response","","PAY-3366","Normal","Active","Passed","2026-04-21T18:43:39.455Z","","<p>Send GET request to <code>/api/transactions/{id}</code> for historical record</p>
<p>Inspect AuthorizationDate field</p>","","Case (text)","",""
"268204","Validate that AuthorizationDate field type is returned as DateTimeOffset in API response","","2026-04-21T17:57:02.335Z","Ana Paula","<p><strong>AC Linked:</strong> Technical Criteria 1<br /><strong>AC Description:</strong> AuthorizationDate should be returned as DateTimeOffset instead of DateOnly</p><p><strong>Preconditions:</strong></p><ul><li>Transaction exists with AuthorizationDate populated</li></ul>","","","<ul><li>AuthorizationDate includes:<ul><li>Date</li><li>Time</li><li>Timezone offset (e.g., +00:00)</li></ul></li><li>Field is not in DateOnly format</li></ul>","PAY-3366 Story 3.2: Payment Management Read-Side - Authorization Fields in Transaction Response","","PAY-3366","Normal","Active","Passed","2026-04-21T18:43:41.520Z","","<p>Call GET <code>/api/transactions/{id}</code></p>
<p>Inspect AuthorizationDate format</p>","","Case (text)","",""
"268205","Validate that new authorization fields are present in TransactionView response","","2026-04-21T17:57:02.335Z","Ana Paula","<p><strong>AC Linked:</strong> Technical Criteria 2<br /><strong>AC Description:</strong> Ensure new properties are returned in API response</p><p><strong>Preconditions:</strong></p><ul><li>Transaction exists with new fields populated</li></ul>","","","<ul><li>Response includes:<ul><li>AuthorizingUserId (string or null)</li><li>SignedAuthorizationOnFile (boolean or null)</li><li>DisclosureConfirmed (boolean or null)</li></ul></li><li>Fields are correctly typed and serialized</li></ul>","PAY-3366 Story 3.2: Payment Management Read-Side - Authorization Fields in Transaction Response","","PAY-3366","Normal","Active","Passed","2026-04-21T18:43:43.718Z","","<p>Call GET <code>/api/transactions/{id}</code></p>
<p>Verify response payload</p>","","Case (text)","",""
"268206","Validate that authorization fields are returned in transaction list API","","2026-04-21T17:57:02.335Z","Ana Paula","<p><strong>AC Linked:</strong> Technical Criteria 3<br /><strong>AC Description:</strong> Authorization fields should be included in list endpoint</p><p><strong>Preconditions:</strong></p><ul><li>Multiple transactions exist with authorization data</li></ul>","","","<ul><li>Each transaction includes:<ul><li>AuthorizationDate</li><li>AuthorizationType</li><li>AuthorizingUserId</li><li>SignedAuthorizationOnFile</li><li>DisclosureConfirmed</li></ul></li><li>Fields are consistently returned across list</li></ul>","PAY-3366 Story 3.2: Payment Management Read-Side - Authorization Fields in Transaction Response","","PAY-3366","Normal","Active","Passed","2026-04-21T18:43:45.940Z","","<p>Send GET request to <code>/api/transactions</code></p>
<p>Inspect each transaction object</p>","","Case (text)","",""
"268207","Validate that authorization fields are returned in transaction detail API","","2026-04-21T17:57:02.335Z","Ana Paula","<p><strong>AC Linked:</strong> Technical Criteria 3<br /><strong>AC Description:</strong> Authorization fields should be included in detail endpoint</p><p><strong>Preconditions:</strong></p><ul><li>Transaction exists</li></ul>","","","<ul><li>All authorization-related fields are present</li><li>Data matches what is stored in database</li></ul>","PAY-3366 Story 3.2: Payment Management Read-Side - Authorization Fields in Transaction Response","","PAY-3366","Normal","Active","Passed","2026-04-21T18:43:48.037Z","","<p>Send GET request to <code>/api/transactions/{id}</code></p>
<p>Inspect response</p>","","Case (text)","",""
"268208","Validate that null values are handled correctly for optional authorization fields","","2026-04-21T17:57:02.335Z","Ana Paula","<p><strong>AC Linked:</strong> Technical Criteria 2<br /><strong>AC Description:</strong> Nullable fields should be returned correctly when not populated</p><p><strong>Preconditions:</strong></p><ul><li>Transaction exists with:<ul><li>AuthorizingUserId = null</li><li>SignedAuthorizationOnFile = null</li><li>DisclosureConfirmed = null</li></ul></li></ul>","","","<ul><li>Fields appear in response as null</li><li>No serialization errors</li><li>API does not omit fields</li></ul>","PAY-3366 Story 3.2: Payment Management Read-Side - Authorization Fields in Transaction Response","","PAY-3366","Normal","Active","Passed","2026-04-21T18:43:50.255Z","","","","Case (text)","",""
"268209","Validate that no endpoint changes impact existing transaction retrieval behavior","","2026-04-21T17:57:02.335Z","Ana Paula","<p><strong>AC Linked:</strong> Technical Requirements<br /><strong>AC Description:</strong> Ensure backward compatibility with existing endpoints</p><p><strong>Preconditions:</strong></p><ul><li>Existing transactions available</li><li>API deployed with changes</li></ul>","","","<ul><li>Existing fields remain unchanged</li><li>No regression issues</li><li>New fields appear without breaking response schema</li></ul>","PAY-3366 Story 3.2: Payment Management Read-Side - Authorization Fields in Transaction Response","","PAY-3366","Normal","Active","Passed","2026-04-21T18:43:52.510Z","","<p>Call GET <code>/api/transactions</code></p>
<p>Call GET <code>/api/transactions/{id}</code></p>
<p>Compare with baseline behavior (excluding new fields)</p>","","Case (text)","",""
"267952","Validate that, New table [Payments].[AchLimitConfig] is added in platform db","","2026-04-21T17:23:03.328Z","Ana Paula","","","","","PAY-3242-Platform DB Schema — ACH Limit Config Tables (DACPAC)","","PAY-3242","Normal","Active","Passed","2026-04-22T21:04:40.623Z","","","","Case (text)","",""
